,m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,node_count,time
0,10,50,diabetes,original,8.457733394420089,4.186659544922693,0.5049903621122884,8.457733394420089,8.457733394420089,0.0,1765.0,0.14168596267700195
1,10,50,diabetes,opt,8.4577333944201,4.1866595449227075,0.5049903621122874,8.4577333944201,8.4577333944201,0.0,1815.0,0.1957559585571289
2,10,50,diabetes,opt,8.457733394420107,4.186659544922707,0.504990362112288,8.457733394420107,8.457733394420107,0.0,1774.0,0.22101402282714844
3,10,50,diabetes,opt,8.457733394420096,5.1572179766132,0.39023639832208207,8.457733394420096,8.457733394420096,0.0,461.0,0.12926197052001953
4,10,80,diabetes,original,16.44351146681234,7.761375659382171,0.5279976740341122,16.44351146681234,16.44351146681234,0.0,164308.0,6.008667945861816
5,10,80,diabetes,opt,16.443511466812325,7.318079583287976,0.5549563973572228,16.443511466812325,16.443511466812325,0.0,148985.0,12.211217164993286
6,10,80,diabetes,opt,16.443511466812325,7.318079583287764,0.5549563973572357,16.443511466812325,16.443511466812325,0.0,147873.0,13.683614015579224
7,10,80,diabetes,opt,16.44351146681234,9.577617988470001,0.4175442387837692,16.44351146681234,16.44351146681234,0.0,15754.0,2.0873501300811768
8,10,100,diabetes,original,21.86974592486068,9.681928610416207,0.5572912166569725,21.70293332275114,21.702252605989028,3.1365196215126614e-05,4722439.0,221.35532999038696
9,10,100,diabetes,opt,21.70293332275112,9.681928610416188,0.5538884782792632,21.70293332275112,21.701987014699764,4.360277190575134e-05,1957167.0,195.37466287612915
10,10,100,diabetes,opt,21.86974592486067,9.68192861041622,0.5572912166569717,21.70293332275114,21.70293332275114,0.0,2264120.0,250.86458492279053
11,10,100,diabetes,opt,21.70293332275115,12.003760435020538,0.4469060814725438,21.70293332275115,21.70293332275115,0.0,93294.0,10.65731406211853
12,10,120,diabetes,original,26.896342508781657,12.93613471105361,0.5190374041812577,26.896342508781657,24.46633880931238,0.09034699415639438,10224841.0,600.0022809505463
13,10,120,diabetes,opt,26.896342508781643,12.936134711053603,0.5190374041812577,26.896342508781643,24.223275520670185,0.09938403287505365,4996466.0,600.0047671794891
14,10,120,diabetes,opt,26.896342508781643,12.936134711053588,0.5190374041812582,26.896342508781643,24.505069704439972,0.08890698813643237,4532989.0,600.0047278404236
15,10,120,diabetes,opt,26.896342508781665,16.415749051754013,0.38966612109455906,26.896342508781665,26.896342508781665,0.0,318496.0,40.61145210266113
16,10,150,diabetes,original,31.391805903230654,15.676659468497565,0.5006130097509229,31.391805903230654,26.667752738816574,0.150486823822006,7686696.0,600.0049579143524
17,10,150,diabetes,opt,31.391805903230676,15.676659468497554,0.5006130097509237,31.391805903230676,27.25990250765352,0.13162362841801087,3732283.0,600.0063672065735
18,10,150,diabetes,opt,31.391805903230647,15.676659468497553,0.5006130097509233,31.391805903230647,26.805607206894592,0.14609540816076697,3415908.0,600.0068249702454
19,10,150,diabetes,opt,31.39180590323064,19.87047818771875,0.3670170410401968,31.39180590323064,31.39180590323064,0.0,837932.0,135.70279717445374
20,10,200,diabetes,original,44.409714638963905,21.428583541719277,0.5174798190907896,44.409714638963905,32.45797402852443,0.269124463140624,5136565.0,600.0051190853119
21,10,200,diabetes,opt,44.40971463896389,21.374555411873757,0.5186964026758168,44.40971463896389,33.06771681549682,0.2553945215742482,2628306.0,600.0043349266052
22,10,200,diabetes,opt,44.46864744951799,21.374555411873832,0.5193342582290409,44.409714638963905,32.63198746531971,0.26520609892212027,2371566.0,600.004430770874
23,10,200,diabetes,opt,44.40971463896385,26.528546379992843,0.4026409177437624,44.40971463896385,39.04560721923808,0.12078680224212589,2659906.0,600.0130109786987
