n,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
100,0.2,2,original,0.3122701083542721,0.12718725165041828,0.5927011639995857,0.3012069720741116,0.25479030861311336,0.15410222127785772,20,23795814.0,600.0026650428772
100,0.2,2,opt,inf,-inf,,0.30120697207428304,0.30120697207428304,0.0,20,1.0,0.09266805648803711
200,0.2,2,original,0.28991985994259284,0.11038987371056828,0.6192400419466723,0.2879474968067086,0.18395332776921167,0.3611567045755755,27,13804270.0,600.0044960975647
200,0.2,2,opt,inf,-inf,,0.2879474968067085,0.2879474968067087,-7.711287904478084e-16,27,1.0,0.13094806671142578
300,0.2,2,original,0.3033756987881998,0.0977985403439149,0.6776322535570246,0.3029539881392439,0.14739382671246604,0.5134778465278999,40,10680038.0,600.004182100296
300,0.2,2,opt,0.30295398813925334,0.3016559952708345,0.004284455459362488,0.30295398813925334,0.3029539881392529,1.4658635543227648e-15,40,1.0,0.1531670093536377
500,0.2,2,original,0.3296594742812287,0.12367746888885482,0.6248326575217826,0.32637354740129265,0.1505777291758944,0.5386337821344586,58,6630723.0,600.0036070346832
500,0.2,2,opt,inf,-inf,,0.32637354740158847,0.32637354740154767,1.250122642591834e-13,58,1.0,0.1515049934387207
1000,0.2,2,original,0.3325597138914296,0.10617153826565205,0.6807444382745838,0.331508115869682,0.1210297895549703,0.6349115338022436,114,3021500.0,600.0084071159363
1000,0.2,2,opt,inf,-inf,,0.3315081082883121,0.33150810828831223,-3.349007149048666e-16,115,1.0,0.27458691596984863
2000,0.2,2,original,0.3538107279829212,0.13759018317114166,0.6111192445872267,0.35312334773620674,0.14250214191554544,0.5964522231987939,187,1223382.0,600.0080859661102
2000,0.2,2,opt,inf,-inf,,0.35342614797155375,0.3534201229370308,1.7047506409869813e-05,187,1.0,0.44649720191955566
5000,0.2,2,original,0.3689728338606789,0.1208209755170136,0.6725477747160253,0.3682079299556045,0.12224321795946774,0.6680049286982851,428,366458.0,600.0075378417969
5000,0.2,2,opt,inf,-inf,,0.36820790620962435,0.3681751372979082,8.899567652821584e-05,431,1.0,1.2980551719665527
10000,0.2,2,original,0.38211680865346614,0.1408772513883263,0.6313241181806138,0.38175832220007744,0.1412215991020915,0.6300759121943175,767,138067.0,600.0127720832825
10000,0.2,2,opt,inf,-inf,,0.381758322200904,0.3817242714350431,8.919456074873166e-05,767,1.0,2.3295061588287354
