n,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,active_pct,node_count,time,variant,rho,perturbation_level,seed,lambda_value,status,instance_path
100,0.9,1,tree,,,,-4.749999999999993,,,50,50.0,0.0,0.22712397575378418,exact_adversarial_path,0.45,0.0,251662146,0.405,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=100/rho=0.45/tau=0.9/perturb=0/inst_n100_exact_adversarial_path_rep01.npz
1000,0.6,1,original,-110.82536861067666,-210.3004410492836,0.8975839528949127,-160.00965517241394,-209.41901781430101,0.30878988263956564,501,50.1,2705376.0,600.0032131671906,exact_adversarial_path,0.45,0.0,1514314707,0.18,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.6,1,opt,-154.2579310344812,-176.77437383133318,0.1459661921163644,-160.00965517241076,-176.2774411735425,0.10166752739766347,501,50.1,2182773.0,600.0041890144348,exact_adversarial_path,0.45,0.0,1514314707,0.18,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.6,1,tree,,,,-160.0096551724118,,,501,50.1,0.0,0.6205494403839111,exact_adversarial_path,0.45,0.0,1514314707,0.18,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.7,1,original,-86.01261789784479,-192.6706729207247,1.2400280055369928,-127.49999999999983,-191.80209279290565,0.5043301395522032,500,50.0,2300256.0,600.009859085083,exact_adversarial_path,0.45,0.0,1514314707,0.24499999999999997,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.7,1,opt,-127.49999999999773,-127.49999999999811,3.0093574691016544e-15,-127.49999999999773,-127.49999999999811,3.0093574691016544e-15,500,50.0,1.0,0.438568115234375,exact_adversarial_path,0.45,0.0,1514314707,0.24499999999999997,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.7,1,tree,,,,-127.49999999999915,,,500,50.0,0.0,0.5446333885192871,exact_adversarial_path,0.45,0.0,1514314707,0.24499999999999997,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.8,1,original,-58.28312448675243,-173.33609106260553,1.9740356679402848,-89.99999999999989,-172.44163361941855,0.9160181513268753,500,50.0,2050048.0,600.0025398731232,exact_adversarial_path,0.45,0.0,1514314707,0.32000000000000006,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.8,1,opt,-90.00000000000006,-90.00000000000097,1.0105496686365863e-14,-90.00000000000006,-90.00000000000097,1.0105496686365863e-14,500,50.0,1.0,0.427325963973999,exact_adversarial_path,0.45,0.0,1514314707,0.32000000000000006,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.8,1,tree,,,,-90.00000000000088,,,500,50.0,0.0,0.5295281410217285,exact_adversarial_path,0.45,0.0,1514314707,0.32000000000000006,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.9,1,original,-20.995000000000005,-152.65453380800864,6.270994703882287,-47.40499999999986,-151.73734300062065,2.200872123206858,499,49.9,2028307.0,600.0039319992065,exact_adversarial_path,0.45,0.0,1514314707,0.405,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.9,1,opt,-47.49999999999943,-47.50000000000049,2.2288603711211832e-14,-47.49999999999943,-47.50000000000049,2.2288603711211832e-14,500,50.0,1.0,0.4454810619354248,exact_adversarial_path,0.45,0.0,1514314707,0.405,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
1000,0.9,1,tree,,,,-47.49999999999966,,,500,50.0,0.0,0.5321402549743652,exact_adversarial_path,0.45,0.0,1514314707,0.405,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep01.npz
