m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
5,1000,crime,original,169.63919974373096,62.37967944211273,0.6322802775753015,169.620636495697,76.27555080635598,0.5503167988153908,61,2434492.0,3600.011361837387
5,1000,crime,opt,1e+100,76.476672385881,1.0,169.62063649569706,122.83534611140323,0.2758231035495535,61,1173835.0,3600.163500070572
