m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
10,442,diabetes,original,100.35631390948764,48.21473295310461,0.5195645288786717,100.35600843457914,52.33598845092339,0.47849671118555315,18,13841.0,10.006977081298828
10,442,diabetes,opt,1e+100,59.32894407413749,1.0,100.35600843457921,61.463065451975666,0.38754972013416966,18,2950.0,10.054660081863403
