m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
5,442,diabetes,original,122.66083935217426,54.482631621375596,0.555827011219536,122.65459747216372,65.53534790990133,0.46569187571811577,30,9673404.0,3600.0087881088257
5,442,diabetes,opt,190.29291602109723,68.08734778252771,0.6421971494988333,122.65459747216372,85.36593584118847,0.30401356654762046,30,6536182.0,3600.180503129959
