n,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,active_pct,node_count,time,variant,rho,perturbation_level,seed,lambda_value,status,instance_path
100,0.9,4,opt,-4.7499999999999964,-4.7499999999999964,0.0,-4.7499999999999964,-4.7499999999999964,0.0,50,50.0,1.0,1.0672872066497803,exact_adversarial_path,0.45,0.0,459809832,0.405,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=100/rho=0.45/tau=0.9/perturb=0/inst_n100_exact_adversarial_path_rep04.npz
100,0.9,4,tree,,,,-4.749999999999993,,,50,50.0,0.0,0.05598950386047363,exact_adversarial_path,0.45,0.0,459809832,0.405,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=100/rho=0.45/tau=0.9/perturb=0/inst_n100_exact_adversarial_path_rep04.npz
1000,0.6,4,original,-110.82536861067666,-210.3004410492836,0.8975839528949127,-160.00965517241394,-209.4719548221373,0.30912071897428084,501,50.1,2030266.0,600.0047569274902,exact_adversarial_path,0.45,0.0,1948868397,0.18,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.6,4,opt,-154.2579310344812,-176.77437383133318,0.1459661921163644,-160.00965517241076,-176.31826782508742,0.10192267857276545,501,50.1,1576484.0,600.0097188949585,exact_adversarial_path,0.45,0.0,1948868397,0.18,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.6,4,tree,,,,-160.0096551724118,,,501,50.1,0.0,0.6340522766113281,exact_adversarial_path,0.45,0.0,1948868397,0.18,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.6/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.7,4,original,-86.01261789784479,-192.6706729207247,1.2400280055369928,-127.49999999999983,-191.8619016335615,0.5047992284985235,500,50.0,1665911.0,600.0055758953094,exact_adversarial_path,0.45,0.0,1948868397,0.24499999999999997,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.7,4,opt,-127.49999999999773,-127.49999999999811,3.0093574691016544e-15,-127.49999999999773,-127.49999999999811,3.0093574691016544e-15,500,50.0,1.0,0.6483569145202637,exact_adversarial_path,0.45,0.0,1948868397,0.24499999999999997,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.7,4,tree,,,,-127.49999999999915,,,500,50.0,0.0,0.5385589599609375,exact_adversarial_path,0.45,0.0,1948868397,0.24499999999999997,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.7/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.8,4,original,-58.28312448675243,-173.33609106260553,1.9740356679402848,-89.99999999999989,-172.53637701623728,0.9170708557359722,500,50.0,1455336.0,600.0047750473022,exact_adversarial_path,0.45,0.0,1948868397,0.32000000000000006,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.8,4,opt,-90.00000000000006,-90.00000000000097,1.0105496686365863e-14,-90.00000000000006,-90.00000000000097,1.0105496686365863e-14,500,50.0,1.0,0.62742018699646,exact_adversarial_path,0.45,0.0,1948868397,0.32000000000000006,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.8,4,tree,,,,-90.00000000000088,,,500,50.0,0.0,0.5412275791168213,exact_adversarial_path,0.45,0.0,1948868397,0.32000000000000006,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.8/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.9,4,original,-20.995000000000005,-152.65453380800864,6.270994703882287,-47.40499999999986,-151.80526763639503,2.2023049812550464,499,49.9,1473433.0,600.0060749053955,exact_adversarial_path,0.45,0.0,1948868397,0.405,9.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.9,4,opt,-47.49999999999943,-47.50000000000049,2.2288603711211832e-14,-47.49999999999943,-47.50000000000049,2.2288603711211832e-14,500,50.0,1.0,0.516294002532959,exact_adversarial_path,0.45,0.0,1948868397,0.405,2.0,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
1000,0.9,4,tree,,,,-47.49999999999966,,,500,50.0,0.0,0.5423855781555176,exact_adversarial_path,0.45,0.0,1948868397,0.405,,/gpfs/projects/p32811/QP_indicator/data/Q_path_adversarial/exact_adversarial_path/n=1000/rho=0.45/tau=0.9/perturb=0/inst_n1000_exact_adversarial_path_rep04.npz
