n,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
100,0.2,4,original,0.2910478500120048,0.1169157717569645,0.5982936422579926,0.2864309808738823,0.24556498466318027,0.14267310081480197,17,22922386.0,600.0047740936279
100,0.2,4,opt,inf,-inf,,0.2864309808738825,0.28643098087388247,1.9380288773894803e-16,17,1.0,0.050475120544433594
200,0.2,4,original,0.26152585046739407,0.09601752348673188,0.6328564716828904,0.25904028020705216,0.1653820673934994,0.3615584909755784,18,13385148.0,600.0023009777069
200,0.2,4,opt,inf,-inf,,0.2590402802070522,0.2590402802070526,-1.5000680909865152e-15,18,1.0,0.08938407897949219
300,0.2,4,original,0.30509933976993653,0.1321527251369064,0.5668534542337667,0.3041172308426631,0.17634107913034636,0.42015426537413963,39,9671517.0,600.0046510696411
300,0.2,4,opt,0.3050993397701939,0.30305309918094653,0.006706801105464909,0.30411723084266307,0.30411723084266296,3.6506416343095576e-16,39,1.0,0.14651918411254883
500,0.2,4,original,0.3255920152658812,0.11705598837296663,0.6404826197062059,0.32476018176131183,0.1443801929928867,0.5554251995738768,60,6303560.0,600.0024900436401
500,0.2,4,opt,inf,-inf,,0.3247601817613117,0.32476012044937985,1.8879140765456796e-07,60,1.0,0.16039490699768066
1000,0.2,4,original,0.34525252618559676,0.1192593597517571,0.6545735347128291,0.34345994007001573,0.13203518842889603,0.6155732502545126,120,2729540.0,600.0041840076447
1000,0.2,4,opt,inf,-inf,,0.3434599400702585,0.3434599400702541,1.2768245829112679e-14,120,1.0,0.28851795196533203
2000,0.2,4,original,0.34669893351788594,0.11966365905627192,0.6548484939308342,0.3460826741244131,0.12544279276183304,0.637535184102462,188,1262620.0,600.0030131340027
2000,0.2,4,opt,inf,-inf,,0.3466871831431764,0.34668718314317637,1.6011884468290995e-16,189,1.0,0.6108658313751221
5000,0.2,4,original,0.36561397480800517,0.12478424021256693,0.6586994786561567,0.36500736756690455,0.12622298155541825,0.6541905923795305,400,363388.0,600.0106289386749
5000,0.2,4,opt,inf,-inf,,0.36500736756709484,0.3649956264620347,3.216676183386515e-05,400,1.0,1.4877431392669678
10000,0.2,4,original,0.3788472822672553,0.13597781174457108,0.641074865495151,0.3785401023490973,0.13642452337461336,0.6396035122091241,768,155816.0,600.0136229991913
10000,0.2,4,opt,inf,-inf,,0.37854009227887314,0.3785351716734567,1.29989016139234e-05,769,1.0,2.825247049331665
