n,delta,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
1000,0.01,0.2,0,original,0.40605550862926226,0.12996057242036851,0.6799438262539976,0.40516360005380464,0.14278282306090553,0.6475921750079613,99,1103942.0,3600.02161693573
1000,0.01,0.2,0,opt,1e+100,0.18378467533894602,1.0,0.40497945113728967,0.40497945113728967,0.0,97,5834.0,832.6059770584106
1000,0.01,0.2,1,original,0.4015155403421992,0.15694061356731645,0.6091294164266697,0.3998084974159274,0.16881710684482204,0.57775508040491,95,1327190.0,3600.0162811279297
1000,0.01,0.2,1,opt,inf,-inf,,0.39980849741592717,0.39976937752796177,9.784656458840277e-05,95,1.0,12.358285903930664
1000,0.01,0.2,2,original,0.3998716922619354,0.12360722072079301,0.6908827928739095,0.3981680709226919,0.1390148449141913,0.6508639063095987,95,1128773.0,3600.0203330516815
1000,0.01,0.2,2,opt,1e+100,0.17865674091760295,1.0,0.3981680532810198,0.3981680532810143,1.380222226923823e-14,95,3688.0,1287.2373399734497
1000,0.01,0.2,3,original,0.3932156642155835,0.16293267340750825,0.5856404303410986,0.3926927532110722,0.17626372304756685,0.551140881500237,106,1335818.0,3600.0193779468536
1000,0.01,0.2,3,opt,inf,-inf,,0.39269275321240615,0.3926927532124035,6.7852926678765006e-15,106,1.0,0.5824191570281982
1000,0.01,0.2,4,original,0.39190032919059486,0.13846789138620327,0.6466757461720287,0.3917646242489186,0.15346509815960022,0.6082721903392383,104,1139951.0,3600.0190889835358
1000,0.01,0.2,4,opt,inf,-inf,,0.391764624249064,0.39176462133269574,7.44418479230796e-09,104,1.0,15.375133991241455
