n,delta,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
500,0.01,0.2,0,original,0.3565147269012929,0.14316660502257528,0.5984272339408482,0.35373969752709267,0.18410980432474272,0.47953309845683384,61,10517152.0,3600.0057969093323
500,0.01,0.2,0,opt,0.3537396975269961,0.3487214263157822,0.014186338842648336,0.3537396975269961,0.3537396975269961,0.0,61,160.0,0.2632148265838623
500,0.01,0.2,1,original,0.3496891337883973,0.10778387635825935,0.6917723030436479,0.3471597918885718,0.14880955966360604,0.5713513974240151,58,10614489.0,3600.0085270404816
500,0.01,0.2,1,opt,inf,-inf,,0.34715979151248455,0.34715979151248444,3.1980173158539035e-16,58,1.0,0.9336910247802734
500,0.01,0.2,2,original,0.373099159471766,0.1420087633686755,0.6193806398016775,0.3701692786245206,0.1785996249235775,0.5175190507780113,64,10241048.0,3600.0083351135254
500,0.01,0.2,2,opt,0.37016916534026834,0.36576478039963506,0.011898303135499309,0.37016916534041916,0.37016916534026834,4.074456005989187e-13,65,261.0,0.3232419490814209
500,0.01,0.2,3,original,0.3530809431514532,0.13131824949232926,0.628078909271519,0.3511708685610966,0.17183641112650194,0.510675780623284,54,10512934.0,3600.004369020462
500,0.01,0.2,3,opt,0.3512633574494692,0.34552056169453715,0.016348974731183442,0.3511708685613458,0.3511708685613458,0.0,54,1.0,0.2764599323272705
500,0.01,0.2,4,original,0.35745704069021045,0.12815608290833033,0.6414783643347045,0.3555709393229884,0.16761489761241047,0.528603496304981,55,10249154.0,3600.0038130283356
500,0.01,0.2,4,opt,inf,-inf,,0.35557093932302186,0.35557093932301836,9.835456559604201e-15,55,1.0,0.3431389331817627
