,m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,node_count,time,find_time
0,3,50,autompg,original,9.048064400492706,4.837057685480424,0.4654041492877719,9.048064400492706,9.048064400492706,0.0,165.0,0.076416015625,0.0
1,3,50,autompg,opt,9.04806440049272,5.442535796839859,0.39848617826554356,9.04806440049272,9.04802031189304,4.8727106404243826e-06,89.0,0.13626408576965332,0.0
2,3,50,autompg,opt_feasibility,9.04806440049272,5.459893199550447,0.3965678229198806,9.04806440049272,9.04806440049272,0.0,101.0,0.15071511268615723,4.371973752975464
3,3,60,autompg,original,10.50262184474414,4.837978606205795,0.5393551555293902,10.50262184474414,10.50262184474414,0.0,1760.0,0.15150213241577148,0.0
4,3,60,autompg,opt,10.502621844744137,5.262846707400192,0.49890162806976657,10.502621844744137,10.502621844744137,0.0,1392.0,0.24692916870117188,0.0
5,3,60,autompg,opt_feasibility,10.502621844744137,5.262846707400192,0.49890162806976657,10.502621844744137,10.502621844744137,0.0,1226.0,0.24237298965454102,6.281592845916748
6,3,70,autompg,original,12.295045365937767,5.264428541245806,0.5718252040101945,12.295045365937767,12.295045365937767,0.0,4376.0,0.2692840099334717,0.0
7,3,70,autompg,opt,12.295045365937767,7.416316026649025,0.3968045008442823,12.295045365937767,12.295045365937767,0.0,1823.0,0.38637399673461914,0.0
8,3,70,autompg,opt_feasibility,12.295045365937792,7.233451415060245,0.4116775335290907,12.295045365937792,12.295045365937792,0.0,1786.0,0.40547800064086914,8.534265279769897
9,3,80,autompg,original,16.615700969475675,6.899985539725415,0.5847309991675211,16.615700969475675,16.615700969475675,0.0,41269.0,1.7152910232543945,0.0
10,3,80,autompg,opt,16.725340934579872,8.784054268320132,0.4748056674791616,16.615700969475668,16.615700969475668,0.0,8072.0,1.3212590217590332,0.0
11,3,80,autompg,opt_feasibility,16.72534093457987,7.394533150857758,0.5578844592895885,16.615700969475668,16.615700969475668,0.0,7858.0,1.3418338298797607,11.160166263580322
12,3,90,autompg,original,18.84914608780193,7.921447466293139,0.5797450224326376,18.84914608780193,18.84914608780193,0.0,116639.0,4.423056125640869,0.0
13,3,90,autompg,opt,18.872782221818614,8.519985067257748,0.5485570189323815,18.849146087801934,18.849146087801934,0.0,11994.0,4.381231784820557,0.0
14,3,90,autompg,opt_feasibility,18.84914608780193,8.519985067257748,0.5479909260838407,18.84914608780193,18.84914608780193,0.0,11638.0,3.7265350818634033,14.16015076637268
15,3,100,autompg,original,19.462795217658595,8.411584517800467,0.5678121038765985,19.462795217658595,19.462795217658595,0.0,128209.0,5.210608959197998,0.0
16,3,100,autompg,opt,19.485357935665725,8.659254735905531,0.5556019671542316,19.462795217658567,19.462795217658567,0.0,12569.0,4.85919189453125,0.0
17,3,100,autompg,opt_feasibility,19.48535793566573,9.606060955083136,0.5070113165588642,19.462795217658602,19.462795217658602,0.0,17383.0,6.442651987075806,17.49345636367798
18,3,120,autompg,original,26.381988588861418,10.61879705089547,0.5974982319801787,26.381988588861418,26.381583213756002,1.5365600817027846e-05,4033743.0,174.64569187164307,0.0
19,3,120,autompg,opt,26.448864082159403,11.631776250852818,0.5602164155435764,26.381988588861432,26.381988588861432,0.0,31225.0,14.823608875274658,0.0
20,3,120,autompg,opt_feasibility,26.38198858886139,11.868041219517389,0.5501460710763806,26.38198858886139,26.38198858886139,0.0,51044.0,24.10312509536743,25.327961206436157
21,3,150,autompg,original,38.05380479777608,15.92968179163551,0.5813905632751218,38.05380479777608,30.751579773418538,0.19189211336849807,5252986.0,300.0026500225067,0.0
22,3,150,autompg,opt,38.05380479777608,16.778124348382367,0.5590946966395617,38.05380479777608,38.05380479777608,0.0,20737.0,13.738862037658691,0.0
23,3,150,autompg,opt_feasibility,38.05380479777608,16.778124348382367,0.5590946966395617,38.05380479777608,38.05380479777608,0.0,30250.0,18.68515396118164,45.882659912109375
24,3,200,autompg,original,58.52794227008117,24.03981807332005,0.589259127505514,58.5204506144671,38.105625042313335,0.3488494254196144,3929094.0,300.0045781135559,0.0
25,3,200,autompg,opt,58.52045061446708,25.332557688601014,0.5671161547355131,58.52045061446708,58.52045061446708,0.0,148407.0,101.71700692176819,0.0
26,3,200,autompg,opt_feasibility,58.520450614467094,25.13476484721985,0.5704960473936239,58.520450614467094,58.520450614467094,0.0,64681.0,46.68295383453369,82.01517295837402
