m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
3,442,diabetes,original,129.90891391642583,60.400238576368885,0.5350570122137569,129.90891391642614,72.01630494825153,0.4456400043912188,37,9260191.0,3600.005712032318
3,442,diabetes,opt,129.90891391642572,75.38270181297095,0.4197264872719443,129.90891391642572,129.90891391642566,4.3756365246327196e-16,37,125329.0,126.89121985435486
