,m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,node_count,time
0,7,50,autompg,original,4.527081575587928,3.0487246066883853,0.32655850004371745,4.527081575587928,4.527081575587928,0.0,44.0,0.0698089599609375
1,7,50,autompg,opt,4.527081575587932,3.326986465735222,0.2650924419661807,4.527081575587932,4.527081575587932,0.0,42.0,0.10342812538146973
2,7,50,autompg,opt,4.527081575587932,3.048724606688459,0.32655850004370174,4.527081575587932,4.527081575587932,0.0,42.0,0.10108399391174316
3,7,50,autompg,opt,4.527081575587921,4.066739830447303,0.10168620499859995,4.527081575587921,4.526964244151565,2.591767663051734e-05,17.0,0.06026291847229004
4,7,80,autompg,original,10.0284466756849,5.566805880182697,0.4448984912409172,10.0284466756849,10.0284466756849,0.0,949.0,0.1352519989013672
5,7,80,autompg,opt,10.028446675684904,6.6374129384259,0.3381414736422687,10.028446675684904,10.028446675684904,0.0,983.0,0.26651883125305176
6,7,80,autompg,opt,10.028446675684904,5.566805880182707,0.4448984912409164,10.028446675684904,10.028446675684904,0.0,983.0,0.290708065032959
7,7,80,autompg,opt,10.0284466756849,7.12025502491173,0.2899942279021545,10.0284466756849,10.0284466756849,0.0,198.0,0.15106821060180664
8,7,100,autompg,original,12.609488113703812,7.245132352407318,0.4254221672540845,12.609488113703812,12.609488113703812,0.0,2229.0,0.2639811038970947
9,7,100,autompg,opt,12.609488113703897,7.221601204137779,0.42728831344950496,12.609488113703897,12.609488113703897,0.0,1951.0,0.36144208908081055
10,7,100,autompg,opt,12.609488113703897,7.24513235240723,0.4254221672540953,12.609488113703897,12.609488113703897,0.0,2082.0,0.5266430377960205
11,7,100,autompg,opt,12.609488113703833,9.133317711415588,0.2756789467536265,12.609488113703833,12.609488113703833,0.0,239.0,0.2099440097808838
12,7,120,autompg,original,18.780503808302882,9.898930716438626,0.4729145278806473,18.780503808302882,18.780503808302882,0.0,43427.0,2.9223132133483887
13,7,120,autompg,opt,18.78050380830293,9.898930716438544,0.4729145278806531,18.78050380830293,18.78050380830293,0.0,27765.0,3.984708070755005
14,7,120,autompg,opt,18.78050380830293,9.898930716438349,0.47291452788066346,18.78050380830293,18.78050380830293,0.0,19653.0,4.009181022644043
15,7,120,autompg,opt,18.78050380830293,12.661548037765849,0.3258142504053522,18.78050380830293,18.78050380830293,0.0,1239.0,0.41327810287475586
16,7,150,autompg,original,29.64137206832372,13.617394802634447,0.5405949909725438,29.62514357118694,27.64271412914198,0.06691712522105876,7907151.0,600.0038130283356
17,7,150,autompg,opt,29.641372068323676,13.61739480264112,0.5405949909723179,29.625143571186925,29.622820595928733,7.84122869349135e-05,4158724.0,575.3755359649658
18,7,150,autompg,opt,29.641372068323676,13.617394802636188,0.5405949909724844,29.62514357118694,29.62456564003445,1.9508130014612476e-05,3468662.0,562.9761459827423
19,7,150,autompg,opt,89.30666795474161,16.908061267818102,0.8106741449990421,29.625143571186932,29.625143571186932,0.0,71923.0,16.27812695503235
20,7,200,autompg,original,43.260152653344406,19.996479630940406,0.5377621574482703,43.25846681999846,34.784471777470436,0.1958921724569878,4506821.0,600.0072479248047
21,7,200,autompg,opt,43.55765517926282,19.99647963094016,0.5409192816132077,43.258466819998475,37.166057375042044,0.14083738728668715,2515620.0,600.0035629272461
22,7,200,autompg,opt,43.482309053487334,19.99647963094062,0.5401237867486967,43.25846681999858,37.0308021136919,0.14396406447367677,2264370.0,600.005481004715
23,7,200,autompg,opt,43.25846681999853,25.28033485500901,0.41559799240684536,43.2584668199985,43.2547969897661,8.48349583833958e-05,633791.0,178.1814877986908
