m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
10,442,diabetes,original,100.35631390948764,48.21473295310461,0.5195645288786717,100.35600843457914,59.32960767575,0.408809,18,12149348.0,3600.004351139068604
10,442,diabetes,opt,1e+100,59.32894407413749,1.0,100.35600843457921,73.37751304544,0.268828,18,4657129.0,3600.031723976135254
