n,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
100,0.2,3,original,0.294692426571959,0.10418617163395781,0.6464579261641891,0.28419386185834317,0.2232179043354592,0.21455761614329838,13,17309985.0,600.0043041706085
100,0.2,3,opt,inf,-inf,,0.2841938618583433,0.28419386185834333,-1.9532846652024954e-16,13,1.0,0.062294960021972656
100,0.2,3,tree,,,,0.2841938618583432,,,13,0.0,0.12545537948608398
200,0.2,3,original,0.27523284132857706,0.1062495478726366,0.6139648620427738,0.2744038611460219,0.18072005280539163,0.34140849166396076,25,8676632.0,600.1587419509888
200,0.2,3,opt,inf,-inf,,0.2744038611460219,0.274403861146022,-4.045945344895712e-16,25,1.0,0.07474803924560547
200,0.2,3,tree,,,,0.2744038611460219,,,25,0.0,0.12827467918395996
300,0.2,3,original,0.304626022986333,0.10773633288570075,0.646332470779969,0.3031398918774627,0.1554019950401171,0.4873588095659322,40,6313816.0,600.0023009777069
300,0.2,3,opt,inf,-inf,,0.3031398918763432,0.3031398918763433,-3.662411495079765e-16,40,1.0,0.09857892990112305
300,0.2,3,tree,,,,0.30313989187634316,,,40,0.0,0.19340181350708008
500,0.2,3,original,0.3280005925812425,0.1161030433286945,0.6460279464283682,0.32664875805093707,0.14641066676928197,0.5517795088434075,61,4200069.0,600.1466929912567
500,0.2,3,opt,inf,-inf,,0.32664875805146193,0.3266487580514586,1.0196484731011098e-14,61,1.0,0.13916516304016113
500,0.2,3,tree,,,,0.32664875805093707,,,61,0.0,0.30712008476257324
1000,0.2,3,original,0.31866248684037246,0.11214092669501466,0.6480887103878362,0.3179593927804028,0.12731166691896506,0.5995977165332799,93,2108408.0,600.0035479068756
1000,0.2,3,opt,inf,-inf,,0.3179593914612481,0.3179344025252533,7.85915958636838e-05,93,1.0,0.2314009666442871
1000,0.2,3,tree,,,,0.31795939278023655,,,93,0.0,0.6211040019989014
2000,0.2,3,original,0.3500824782587449,0.1392781498342877,0.6021561818031131,0.349561959356267,0.14693777660876037,0.5796516964278595,190,1090838.0,600.532900094986
2000,0.2,3,opt,inf,-inf,,0.3495619193524015,0.34956058346974345,3.821590923072558e-06,192,1.0,0.40894293785095215
2000,0.2,3,tree,,,,0.3495619593560924,,,190,0.0,1.1995389461517334
5000,0.2,3,original,0.3601126085107247,0.12712304942651878,0.6469908400257169,0.3594601460306947,0.12924357452208213,0.6404508929592271,395,316822.0,600.4780390262604
5000,0.2,3,opt,inf,-inf,,0.3595287809521172,0.35952876204745315,5.258178220487163e-08,395,1.0,1.115535020828247
5000,0.2,3,tree,,,,0.3594601460291694,,,395,0.0,3.230478286743164
10000,0.2,3,original,0.37193256471436353,0.13248485733116966,0.6437933380936535,0.37166203351738414,0.13306137119174044,0.6419828790892179,739,124976.0,601.8807799816132
10000,0.2,3,opt,inf,-inf,,0.37166201988694575,0.3716620198869458,-1.4935922494352132e-16,740,1.0,2.5837318897247314
10000,0.2,3,tree,,,,0.371662033517384,,,739,0.0,6.795374393463135
