,m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,node_count,time
0,2,50,autompg,original,13.477039969952058,7.467246334176106,0.4459283083804144,13.477039969952058,13.477039969952058,0.0,1003.0,0.07588005065917969
1,2,50,autompg,no_cut,13.807181939580587,-0.6465905568251564,1.0468300164113573,13.477039992183931,13.477039992183931,0.0,1791.0,1.9639248847961426
2,2,50,autompg,cut,13.80782746570686,13.47560799428289,0.02406022759547578,13.477042287371928,13.475695664976387,9.991972769893054e-05,45914.0,31.821202993392944
3,2,60,autompg,original,15.882433542213194,6.835990528265266,0.5695879658431311,15.882433542213194,15.882433542213194,0.0,30782.0,0.7823588848114014
4,2,60,autompg,no_cut,16.49773048132849,-13.126754932918598,1.7956703467652697,15.882433545557841,15.882433545557841,0.0,45038.0,35.702219009399414
5,2,60,autompg,cut,19.452392653993805,15.874462824996359,0.18393263454215,15.882433576850252,15.878400144451712,0.0002539555653749954,180230.0,300.1025450229645
6,2,70,autompg,original,17.97236364470905,7.743068262002779,0.5691680618602278,17.97236364470905,17.97236364470905,0.0,80061.0,2.6942288875579834
7,2,70,autompg,no_cut,19.571644514562127,-54.68378424143185,3.7940311403441243,17.97236313312082,17.97236313312082,0.0,124934.0,281.1858069896698
8,2,70,autompg,cut,22.78772364320497,17.969922875061332,0.21142088799994066,17.97236449427601,17.97056820813202,9.994712407289134e-05,210735.0,240.1483199596405
9,2,80,autompg,original,20.929447139360327,8.655354214762093,0.5864508910756335,20.929447139360327,20.92822988108475,5.816007787841626e-05,487782.0,14.475525856018066
10,2,80,autompg,no_cut,25.269313259575277,-54.965493303155,3.175187459133935,20.929446174383955,17.59797546408438,0.15917624778705514,90352.0,300.0048770904541
11,2,80,autompg,cut,25.907074781173023,20.90596552297132,0.1930402911345308,20.929447142916246,20.915925912818196,0.0006460385697586962,137617.0,300.0314450263977
12,2,90,autompg,original,24.143763936473523,10.20617315599592,0.5772749773875295,24.143763936473523,24.143715911006414,1.98914581981822e-06,2200359.0,80.80217695236206
13,2,90,autompg,no_cut,28.23286098110246,-48.27098613093089,2.709744760307532,24.143762894997817,18.976464602947203,0.21402207744183865,73315.0,300.0058591365814
14,2,90,autompg,cut,28.0426523108401,24.140317970897765,0.13915710599292558,24.143763967085107,24.140376815821373,0.00014029093675500112,139922.0,300.0205731391907
15,2,100,autompg,original,25.330774259865557,10.439721371615336,0.5878641029873224,25.330774259865557,25.329962873801435,3.203163297725365e-05,3840332.0,140.5892379283905
16,2,100,autompg,no_cut,29.559559236379638,-60.78937566380044,3.056504807046837,25.330774263475785,19.31348790772295,0.23754845758619803,55847.0,300.0112850666046
17,2,100,autompg,cut,30.213164077195994,25.314865055882628,0.1621246622431862,25.330774265770913,25.319893112247325,0.0004295626106578005,123349.0,300.01901412010193
18,2,120,autompg,original,33.52173087785461,12.817169689239686,0.6176459462686319,33.52173087785461,28.357014997775472,0.1540706802670232,5502565.0,300.0080749988556
19,2,120,autompg,no_cut,37.422075625851335,-112.4936622919338,4.006077573479721,33.52172956816925,21.601485225296805,0.3555975331950467,57066.0,300.00820112228394
20,2,120,autompg,cut,38.96798475647775,33.511298206527314,0.1400299908771483,33.521731036889165,33.51254022649376,0.0002741746953726381,140904.0,300.0232150554657
21,2,150,autompg,original,48.26110624373584,19.679238371081595,0.5922339974617572,48.24568453079819,33.94922694428482,0.296326142442586,6390357.0,300.0043931007385
22,2,150,autompg,no_cut,56.59558278608195,-158.61168656055983,3.8025453357389196,48.245684048624064,27.07194119078197,0.4388733059832314,56651.0,300.00595903396606
23,2,150,autompg,cut,52.210289858033846,48.24467016172977,0.07595475349949365,48.24647117605297,48.24467042683413,3.7323957067584176e-05,38391.0,96.29849696159363
24,2,200,autompg,original,72.78898888298383,27.58571621914504,0.6210180050241931,72.31378135708628,40.86318994667936,0.43491836300336084,4547179.0,300.00972390174866
25,2,200,autompg,no_cut,80.99853051074051,-237.69232377456794,3.9345263707352025,72.33435959577108,33.882409971623275,0.5315862314815577,32882.0,300.00360202789307
26,2,200,autompg,cut,80.98130294842034,72.31212415018962,0.1070516092307431,72.39194154998512,72.31217531096848,0.001101866275565468,105074.0,300.03315687179565
