,m,n,dataset,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,node_count,time
0,3,50,autompg,original,9.048064400492706,4.837057685480424,0.4654041492877719,9.048064400492706,9.048064400492706,0.0,165.0,0.08141207695007324
1,3,50,autompg,opt,9.04806440049272,5.442535796839859,0.39848617826554356,9.04806440049272,9.04802031189304,4.8727106404243826e-06,89.0,0.24797892570495605
2,3,50,autompg,opt_cut,11.546342142391895,6.227368719092948,0.46066307040829546,9.048063271735508,9.047160851873564,9.973624574037581e-05,567.0,0.4528219699859619
3,3,60,autompg,original,10.50262184474414,4.837978606205795,0.5393551555293902,10.50262184474414,10.50262184474414,0.0,1760.0,0.38980984687805176
4,3,60,autompg,opt,10.502621844744137,5.262846707400192,0.49890162806976657,10.502621844744137,10.502621844744137,0.0,1392.0,0.34735608100891113
5,3,60,autompg,opt_cut,10.926003968083567,5.660326460458044,0.4819399226842061,10.502617129578216,10.502617129578216,0.0,2880.0,0.5793612003326416
6,3,70,autompg,original,12.295045365937767,5.264428541245806,0.5718252040101945,12.295045365937767,12.295045365937767,0.0,4376.0,0.31565213203430176
7,3,70,autompg,opt,12.295045365937767,7.416316026649025,0.3968045008442823,12.295045365937767,12.295045365937767,0.0,1823.0,0.45075201988220215
8,3,70,autompg,opt_cut,12.295039364385204,7.201421951485786,0.4142823184164825,12.295038792131859,12.294916495993178,9.946787541583768e-06,1920.0,1.5246388912200928
9,3,80,autompg,original,16.615700969475675,6.899985539725415,0.5847309991675211,16.615700969475675,16.615700969475675,0.0,41269.0,1.8997249603271484
10,3,80,autompg,opt,16.725340934579872,8.784054268320132,0.4748056674791616,16.615700969475668,16.615700969475668,0.0,8072.0,1.4208581447601318
11,3,80,autompg,opt_cut,17.034651792097097,8.891666276958166,0.4780247705982881,16.615692098244015,16.615692101315883,-1.8487752872805163e-10,4829.0,3.155773162841797
12,3,90,autompg,original,18.84914608780193,7.921447466293139,0.5797450224326376,18.84914608780193,18.84914608780193,0.0,116639.0,4.925281047821045
13,3,90,autompg,opt,18.872782221818614,8.519985067257748,0.5485570189323815,18.849146087801934,18.849146087801934,0.0,11994.0,4.63234281539917
14,3,90,autompg,opt_cut,36.25736543634669,9.639999673957593,0.7341229965844721,18.84914394205742,18.84914394239875,-1.810854224752554e-11,7391.0,5.013493061065674
15,3,100,autompg,original,19.462795217658595,8.411584517800467,0.5678121038765985,19.462795217658595,19.462795217658595,0.0,128209.0,5.740149974822998
16,3,100,autompg,opt,19.485357935665725,8.659254735905531,0.5556019671542316,19.462795217658567,19.462795217658567,0.0,12569.0,5.100596904754639
17,3,100,autompg,opt_cut,29.907229888648832,10.053760772507928,0.6638351057607046,19.462787422921444,19.46210998352056,3.480690541208012e-05,4453.0,5.723417043685913
18,3,120,autompg,original,26.381988588861418,10.61879705089547,0.5974982319801787,26.381988588861418,26.381583213756002,1.5365600817027846e-05,4033743.0,182.13898706436157
19,3,120,autompg,opt,26.448864082159403,11.631776250852818,0.5602164155435764,26.381988588861432,26.381988588861432,0.0,31225.0,14.87244701385498
20,3,120,autompg,opt_cut,277460.9943969716,13.564831983932123,0.9999511108506858,26.381979152672336,26.381236452676724,2.8151792225836573e-05,49025.0,36.23499608039856
21,3,150,autompg,original,38.05380479777608,15.92968179163551,0.5813905632751218,38.05380479777608,30.716384202392607,0.192817003040187,5082344.0,300.0293622016907
22,3,200,autompg,original,58.52794227008117,24.03981807332005,0.589259127505514,58.5204506144671,38.07059705240889,0.34944798523138354,3820941.0,300.00494289398193
23,3,200,autompg,opt,58.52045061446708,25.332557688601014,0.5671161547355131,58.52045061446708,58.52045061446708,0.0,148407.0,105.04194116592407
24,3,200,autompg,opt_cut,246099.01664328898,29.67820242135173,0.9998794054408419,58.52044316653363,58.52044316653363,0.0,82905.0,90.74786305427551
