n,tau,rep,formulation,root_ub,root_lb,root_gap,end_ub,end_lb,end_gap,nnz,node_count,time
100,0.2,3,original,0.27998200837562853,0.11275226758918774,0.5972874534212305,0.2783910632141216,0.22711034389856646,0.18420389908893414,15,22604016.0,600.0025320053101
100,0.2,3,opt,inf,-inf,,0.27839106321412155,0.27839106321412155,0.0,15,1.0,0.05460691452026367
200,0.2,3,original,0.29925996670847443,0.09769472008618803,0.6735456427375807,0.29625584207781175,0.1702353365166878,0.42537728430018473,32,14663190.0,600.0040090084076
200,0.2,3,opt,inf,-inf,,0.29625584207829553,0.29625584207829553,0.0,32,1.0,0.13056492805480957
300,0.2,3,original,0.32669912616733027,0.1277004880520953,0.6091189788285841,0.32480296895279304,0.1731296422548162,0.4669702594991399,37,10208380.0,600.0024240016937
300,0.2,3,opt,inf,-inf,,0.3248029689527925,0.3248029689527925,0.0,37,1.0,0.09855008125305176
500,0.2,3,original,0.3123857303575036,0.12311503070912237,0.6058877895343496,0.3122797526718322,0.1504131821320913,0.518338346161824,51,6658452.0,600.0031290054321
500,0.2,3,opt,inf,-inf,,0.3122797526722486,0.3122797526722466,6.399394860616187e-15,51,1.0,0.14935302734375
1000,0.2,3,original,0.34920907567761617,0.11319387557067284,0.6758564325654254,0.34875744282829185,0.12707374116704837,0.6356386256977684,112,2826010.0,600.0035028457642
1000,0.2,3,opt,inf,-inf,,0.34875743879382737,0.3487574387938239,9.868438615219293e-15,112,1.0,0.31995701789855957
2000,0.2,3,original,0.35473327993885484,0.13972711400660864,0.60610655411104,0.35443484978829454,0.14565905625801925,0.5890385599919928,202,1221678.0,600.0041999816895
2000,0.2,3,opt,inf,-inf,,0.3544348497886921,0.3544348497883738,8.980520435555303e-13,202,1.0,0.4109001159667969
5000,0.2,3,original,0.37049518396043235,0.133907407381598,0.6385718001778429,0.37014256969630976,0.13534973061291242,0.6343308181926695,450,356360.0,600.0090470314026
5000,0.2,3,opt,inf,-inf,,0.37015811143145294,0.370147340004408,2.9099529936721767e-05,449,1.0,1.14493989944458
10000,0.2,3,original,0.3845005386255619,0.13544094312772656,0.6477483656801246,0.3838244618190484,0.1358389068616703,0.6460910640820212,769,142079.0,600.0086851119995
10000,0.2,3,opt,inf,-inf,,0.38382445295259676,0.38381867539244,1.5052610932666285e-05,770,1.0,2.293984889984131
